regulator	replicate	fastq_1	fastq_2
PDR1xstandard	C	fastq/SRX20967173_SRR25220323_1.fastq.gz	fastq/SRX20967173_SRR25220323_2.fastq.gz
MIG1xstandard	A	fastq/SRX20966995_SRR25220501_1.fastq.gz	fastq/SRX20966995_SRR25220501_2.fastq.gz
MIG1xstandard	B	fastq/SRX20966996_SRR25220500_1.fastq.gz	fastq/SRX20966996_SRR25220500_2.fastq.gz
MIG1xstandard	C	fastq/SRX20966997_SRR25220499_1.fastq.gz	fastq/SRX20966997_SRR25220499_2.fastq.gz
HSF1x30	A	fastq/SRX24857925_SRR29342126_1.fastq.gz	fastq/SRX24857925_SRR29342126_2.fastq.gz
HSF1x30	B	fastq/SRX24857926_SRR29342125_1.fastq.gz	fastq/SRX24857926_SRR29342125_2.fastq.gz
HSF1x30	C	fastq/SRX24857927_SRR29342124_1.fastq.gz	fastq/SRX24857927_SRR29342124_2.fastq.gz
HSF1x37	A	fastq/SRX24857928_SRR29342123_1.fastq.gz	fastq/SRX24857928_SRR29342123_2.fastq.gz
HSF1x37	B	fastq/SRX24857929_SRR29342122_1.fastq.gz	fastq/SRX24857929_SRR29342122_2.fastq.gz
HSF1x37	C	fastq/SRX24857930_SRR29342121_1.fastq.gz	fastq/SRX24857930_SRR29342121_2.fastq.gz
HSF1xstandard	A	fastq/SRX20966965_SRR25220531_1.fastq.gz	fastq/SRX20966965_SRR25220531_2.fastq.gz
HSF1xstandard	B	fastq/SRX20966966_SRR25220530_1.fastq.gz	fastq/SRX20966966_SRR25220530_2.fastq.gz
HSF1xstandard	C	fastq/SRX20966967_SRR25220529_1.fastq.gz	fastq/SRX20966967_SRR25220529_2.fastq.gz
TOS8xstandard	A	fastq/SRX20967076_SRR25220420_1.fastq.gz	fastq/SRX20967076_SRR25220420_2.fastq.gz
TOS8xstandard	B	fastq/SRX20967077_SRR25220419_1.fastq.gz	fastq/SRX20967077_SRR25220419_2.fastq.gz
TOS8xstandard	C	fastq/SRX20967078_SRR25220418_1.fastq.gz	fastq/SRX20967078_SRR25220418_2.fastq.gz
SNT2xstandard	A	fastq/SRX20967052_SRR25220444_1.fastq.gz	fastq/SRX20967052_SRR25220444_2.fastq.gz
SNT2xstandard	B	fastq/SRX20967053_SRR25220443_1.fastq.gz	fastq/SRX20967053_SRR25220443_2.fastq.gz
SNT2xstandard	C	fastq/SRX20967054_SRR25220442_1.fastq.gz	fastq/SRX20967054_SRR25220442_2.fastq.gz
SUT1xstandard	A	fastq/SRX20967411_SRR25220701_1.fastq.gz	fastq/SRX20967411_SRR25220701_2.fastq.gz
SUT1xstandard	B	fastq/SRX20967412_SRR25220700_1.fastq.gz	fastq/SRX20967412_SRR25220700_2.fastq.gz
SUT1xstandard	C	fastq/SRX20967413_SRR25220699_1.fastq.gz	fastq/SRX20967413_SRR25220699_2.fastq.gz
CUP2xstandard	A	fastq/SRX20967385_SRR25220727_1.fastq.gz	fastq/SRX20967385_SRR25220727_2.fastq.gz
CUP2xstandard	B	fastq/SRX20967386_SRR25220726_1.fastq.gz	fastq/SRX20967386_SRR25220726_2.fastq.gz
CUP2xstandard	C	fastq/SRX20967387_SRR25220725_1.fastq.gz	fastq/SRX20967387_SRR25220725_2.fastq.gz
MIG2xstandard	A	fastq/SRX20966998_SRR25220498_1.fastq.gz	fastq/SRX20966998_SRR25220498_2.fastq.gz
MIG2xstandard	B	fastq/SRX20966999_SRR25220497_1.fastq.gz	fastq/SRX20966999_SRR25220497_2.fastq.gz
MIG2xstandard	C	fastq/SRX20967000_SRR25220496_1.fastq.gz	fastq/SRX20967000_SRR25220496_2.fastq.gz
HAP2xstandard	A	fastq/SRX20967504_SRR25220608_1.fastq.gz	fastq/SRX20967504_SRR25220608_2.fastq.gz
HAP2xstandard	B	fastq/SRX20967505_SRR25220607_1.fastq.gz	fastq/SRX20967505_SRR25220607_2.fastq.gz
HAP2xstandard	C	fastq/SRX20967506_SRR25220606_1.fastq.gz	fastq/SRX20967506_SRR25220606_2.fastq.gz
FZF1xstandard	A	fastq/SRX20967465_SRR25220647_1.fastq.gz	fastq/SRX20967465_SRR25220647_2.fastq.gz
FZF1xstandard	B	fastq/SRX20967466_SRR25220646_1.fastq.gz	fastq/SRX20967466_SRR25220646_2.fastq.gz
FZF1xstandard	C	fastq/SRX20967467_SRR25220645_1.fastq.gz	fastq/SRX20967467_SRR25220645_2.fastq.gz
RME1xstandard	A	fastq/SRX20967213_SRR25220591_1.fastq.gz	fastq/SRX20967213_SRR25220591_2.fastq.gz
RME1xstandard	B	fastq/SRX20967214_SRR25220590_1.fastq.gz	fastq/SRX20967214_SRR25220590_2.fastq.gz
RME1xstandard	C	fastq/SRX20967215_SRR25220589_1.fastq.gz	fastq/SRX20967215_SRR25220589_2.fastq.gz
MGA1xstandard	A	fastq/SRX20966992_SRR25220504_1.fastq.gz	fastq/SRX20966992_SRR25220504_2.fastq.gz
MGA1xstandard	B	fastq/SRX20966993_SRR25220503_1.fastq.gz	fastq/SRX20966993_SRR25220503_2.fastq.gz
MGA1xstandard	C	fastq/SRX20966994_SRR25220502_1.fastq.gz	fastq/SRX20966994_SRR25220502_2.fastq.gz
MAL13xstandard	A	fastq/SRX20967147_SRR25220349_1.fastq.gz	fastq/SRX20967147_SRR25220349_2.fastq.gz
MAL13xstandard	B	fastq/SRX20967148_SRR25220348_1.fastq.gz	fastq/SRX20967148_SRR25220348_2.fastq.gz
MAL13xstandard	C	fastq/SRX20967149_SRR25220347_1.fastq.gz	fastq/SRX20967149_SRR25220347_2.fastq.gz
OPI1xstandard	A	fastq/SRX20967165_SRR25220331_1.fastq.gz	fastq/SRX20967165_SRR25220331_2.fastq.gz
OPI1xstandard	B	fastq/SRX20967166_SRR25220330_1.fastq.gz	fastq/SRX20967166_SRR25220330_2.fastq.gz
OPI1xstandard	C	fastq/SRX20967167_SRR25220329_1.fastq.gz	fastq/SRX20967167_SRR25220329_2.fastq.gz
RIM101xstandard	A	fastq/SRX20967207_SRR25220597_1.fastq.gz	fastq/SRX20967207_SRR25220597_2.fastq.gz
RIM101xstandard	B	fastq/SRX20967208_SRR25220596_1.fastq.gz	fastq/SRX20967208_SRR25220596_2.fastq.gz
RIM101xstandard	C	fastq/SRX20967209_SRR25220595_1.fastq.gz	fastq/SRX20967209_SRR25220595_2.fastq.gz
STP2xstandard	A	fastq/SRX20967399_SRR25220713_1.fastq.gz	fastq/SRX20967399_SRR25220713_2.fastq.gz
STP2xstandard	B	fastq/SRX20967400_SRR25220712_1.fastq.gz	fastq/SRX20967400_SRR25220712_2.fastq.gz
STP2xstandard	C	fastq/SRX20967401_SRR25220711_1.fastq.gz	fastq/SRX20967401_SRR25220711_2.fastq.gz
STE12xstandard	A	fastq/SRX20967070_SRR25220426_1.fastq.gz	fastq/SRX20967070_SRR25220426_2.fastq.gz
STE12xstandard	B	fastq/SRX20967071_SRR25220425_1.fastq.gz	fastq/SRX20967071_SRR25220425_2.fastq.gz
STE12xstandard	C	fastq/SRX20967072_SRR25220424_1.fastq.gz	fastq/SRX20967072_SRR25220424_2.fastq.gz
STB5xstandard	A	fastq/SRX20967067_SRR25220429_1.fastq.gz	fastq/SRX20967067_SRR25220429_2.fastq.gz
STB5xstandard	B	fastq/SRX20967068_SRR25220428_1.fastq.gz	fastq/SRX20967068_SRR25220428_2.fastq.gz
STB5xstandard	C	fastq/SRX20967069_SRR25220427_1.fastq.gz	fastq/SRX20967069_SRR25220427_2.fastq.gz
SKN7xstandard	A	fastq/SRX20967339_SRR25220773_1.fastq.gz	fastq/SRX20967339_SRR25220773_2.fastq.gz
SKN7xstandard	B	fastq/SRX20967340_SRR25220772_1.fastq.gz	fastq/SRX20967340_SRR25220772_2.fastq.gz
SKN7xstandard	C	fastq/SRX20967341_SRR25220771_1.fastq.gz	fastq/SRX20967341_SRR25220771_2.fastq.gz
CST6xstandard	A	fastq/SRX20967382_SRR25220730_1.fastq.gz	fastq/SRX20967382_SRR25220730_2.fastq.gz
CST6xstandard	B	fastq/SRX20967383_SRR25220729_1.fastq.gz	fastq/SRX20967383_SRR25220729_2.fastq.gz
CST6xstandard	C	fastq/SRX20967384_SRR25220728_1.fastq.gz	fastq/SRX20967384_SRR25220728_2.fastq.gz
VHR1xstandard	A	fastq/SRX20967231_SRR25220573_1.fastq.gz	fastq/SRX20967231_SRR25220573_2.fastq.gz
VHR1xstandard	B	fastq/SRX20967232_SRR25220572_1.fastq.gz	fastq/SRX20967232_SRR25220572_2.fastq.gz
VHR1xstandard	C	fastq/SRX20967233_SRR25220571_1.fastq.gz	fastq/SRX20967233_SRR25220571_2.fastq.gz
XBP1xstandard	A	fastq/SRX20967243_SRR25220561_1.fastq.gz	fastq/SRX20967243_SRR25220561_2.fastq.gz
XBP1xstandard	B	fastq/SRX20967244_SRR25220560_1.fastq.gz	fastq/SRX20967244_SRR25220560_2.fastq.gz
XBP1xstandard	C	fastq/SRX20967245_SRR25220559_1.fastq.gz	fastq/SRX20967245_SRR25220559_2.fastq.gz
POG1xstandard	A	fastq/SRX20967037_SRR25220459_1.fastq.gz	fastq/SRX20967037_SRR25220459_2.fastq.gz
POG1xstandard	B	fastq/SRX20967038_SRR25220458_1.fastq.gz	fastq/SRX20967038_SRR25220458_2.fastq.gz
POG1xstandard	C	fastq/SRX20967039_SRR25220457_1.fastq.gz	fastq/SRX20967039_SRR25220457_2.fastq.gz
ASG1xstandard	A	fastq/SRX20967277_SRR25220835_1.fastq.gz	fastq/SRX20967277_SRR25220835_2.fastq.gz
ASG1xstandard	B	fastq/SRX20967278_SRR25220834_1.fastq.gz	fastq/SRX20967278_SRR25220834_2.fastq.gz
ASG1xstandard	C	fastq/SRX20967279_SRR25220833_1.fastq.gz	fastq/SRX20967279_SRR25220833_2.fastq.gz
FKH1xstandard	A	fastq/SRX20967457_SRR25220655_1.fastq.gz	fastq/SRX20967457_SRR25220655_2.fastq.gz
FKH1xstandard	B	fastq/SRX20967458_SRR25220654_1.fastq.gz	fastq/SRX20967458_SRR25220654_2.fastq.gz
FKH1xstandard	C	fastq/SRX20967459_SRR25220653_1.fastq.gz	fastq/SRX20967459_SRR25220653_2.fastq.gz
YAP5xstandard	A	fastq/SRX20967249_SRR25220555_1.fastq.gz	fastq/SRX20967249_SRR25220555_2.fastq.gz
YAP5xstandard	B	fastq/SRX20967250_SRR25220554_1.fastq.gz	fastq/SRX20967250_SRR25220554_2.fastq.gz
YAP5xstandard	C	fastq/SRX20967251_SRR25220553_1.fastq.gz	fastq/SRX20967251_SRR25220553_2.fastq.gz
DAL81xstandard	A	fastq/SRX20967301_SRR25220811_1.fastq.gz	fastq/SRX20967301_SRR25220811_2.fastq.gz
DAL81xstandard	B	fastq/SRX20967302_SRR25220810_1.fastq.gz	fastq/SRX20967302_SRR25220810_2.fastq.gz
DAL81xstandard	C	fastq/SRX20967303_SRR25220809_1.fastq.gz	fastq/SRX20967303_SRR25220809_2.fastq.gz
ZAP1xstandard	A	fastq/SRX20967106_SRR25220390_1.fastq.gz	fastq/SRX20967106_SRR25220390_2.fastq.gz
ZAP1xstandard	B	fastq/SRX20967107_SRR25220389_1.fastq.gz	fastq/SRX20967107_SRR25220389_2.fastq.gz
ZAP1xstandard	C	fastq/SRX20967108_SRR25220388_1.fastq.gz	fastq/SRX20967108_SRR25220388_2.fastq.gz
GZF3xstandard	A	fastq/SRX20967132_SRR25220364_1.fastq.gz	fastq/SRX20967132_SRR25220364_2.fastq.gz
GZF3xstandard	B	fastq/SRX20967493_SRR25220619_1.fastq.gz	fastq/SRX20967493_SRR25220619_2.fastq.gz
GZF3xstandard	C	fastq/SRX20967494_SRR25220618_1.fastq.gz	fastq/SRX20967494_SRR25220618_2.fastq.gz
SWI3xstandard	A	fastq/SRX20967417_SRR25220695_1.fastq.gz	fastq/SRX20967417_SRR25220695_2.fastq.gz
SWI3xstandard	B	fastq/SRX20967418_SRR25220694_1.fastq.gz	fastq/SRX20967418_SRR25220694_2.fastq.gz
SWI3xstandard	C	fastq/SRX20967419_SRR25220693_1.fastq.gz	fastq/SRX20967419_SRR25220693_2.fastq.gz
YJL206Cxstandard	A	fastq/SRX20967429_SRR25220683_1.fastq.gz	fastq/SRX20967429_SRR25220683_2.fastq.gz
YJL206Cxstandard	B	fastq/SRX20967430_SRR25220682_1.fastq.gz	fastq/SRX20967430_SRR25220682_2.fastq.gz
YJL206Cxstandard	C	fastq/SRX20967431_SRR25220681_1.fastq.gz	fastq/SRX20967431_SRR25220681_2.fastq.gz
CBF1xstandard	A	fastq/SRX20967298_SRR25220814_1.fastq.gz	fastq/SRX20967298_SRR25220814_2.fastq.gz
CBF1xstandard	B	fastq/SRX20967299_SRR25220813_1.fastq.gz	fastq/SRX20967299_SRR25220813_2.fastq.gz
CBF1xstandard	C	fastq/SRX20967300_SRR25220812_1.fastq.gz	fastq/SRX20967300_SRR25220812_2.fastq.gz
EAF6xstandard	A	fastq/SRX20967319_SRR25220793_1.fastq.gz	fastq/SRX20967319_SRR25220793_2.fastq.gz
EAF6xstandard	B	fastq/SRX20967320_SRR25220792_1.fastq.gz	fastq/SRX20967320_SRR25220792_2.fastq.gz
EAF6xstandard	C	fastq/SRX20967321_SRR25220791_1.fastq.gz	fastq/SRX20967321_SRR25220791_2.fastq.gz
HIR3xstandard	A	fastq/SRX20966959_SRR25220537_1.fastq.gz	fastq/SRX20966959_SRR25220537_2.fastq.gz
HIR3xstandard	B	fastq/SRX20966960_SRR25220536_1.fastq.gz	fastq/SRX20966960_SRR25220536_2.fastq.gz
HIR3xstandard	C	fastq/SRX20966961_SRR25220535_1.fastq.gz	fastq/SRX20966961_SRR25220535_2.fastq.gz
HMS2xstandard	A	fastq/SRX20966962_SRR25220534_1.fastq.gz	fastq/SRX20966962_SRR25220534_2.fastq.gz
HMS2xstandard	B	fastq/SRX20966963_SRR25220533_1.fastq.gz	fastq/SRX20966963_SRR25220533_2.fastq.gz
HMS2xstandard	C	fastq/SRX20966964_SRR25220532_1.fastq.gz	fastq/SRX20966964_SRR25220532_2.fastq.gz
PUT3xstandard	A	fastq/SRX20967043_SRR25220453_1.fastq.gz	fastq/SRX20967043_SRR25220453_2.fastq.gz
PUT3xstandard	B	fastq/SRX20967044_SRR25220452_1.fastq.gz	fastq/SRX20967044_SRR25220452_2.fastq.gz
PUT3xstandard	C	fastq/SRX20967045_SRR25220451_1.fastq.gz	fastq/SRX20967045_SRR25220451_2.fastq.gz
TFA1xstandard	A	fastq/SRX20967369_SRR25220743_1.fastq.gz	fastq/SRX20967369_SRR25220743_2.fastq.gz
TFA1xstandard	B	fastq/SRX20967370_SRR25220742_1.fastq.gz	fastq/SRX20967370_SRR25220742_2.fastq.gz
TFA1xstandard	C	fastq/SRX20967371_SRR25220741_1.fastq.gz	fastq/SRX20967371_SRR25220741_2.fastq.gz
IXR1xstandard	A	fastq/SRX20966977_SRR25220519_1.fastq.gz	fastq/SRX20966977_SRR25220519_2.fastq.gz
IXR1xstandard	B	fastq/SRX20967133_SRR25220363_1.fastq.gz	fastq/SRX20967133_SRR25220363_2.fastq.gz
IXR1xstandard	C	fastq/SRX20967134_SRR25220362_1.fastq.gz	fastq/SRX20967134_SRR25220362_2.fastq.gz
PHD1xstandard	A	fastq/SRX20967180_SRR25220316_1.fastq.gz	fastq/SRX20967180_SRR25220316_2.fastq.gz
PHD1xstandard	B	fastq/SRX20967026_SRR25220470_1.fastq.gz	fastq/SRX20967026_SRR25220470_2.fastq.gz
PHD1xstandard	C	fastq/SRX20967027_SRR25220469_1.fastq.gz	fastq/SRX20967027_SRR25220469_2.fastq.gz
MSN4xstandard	A	fastq/SRX20967013_SRR25220483_1.fastq.gz	fastq/SRX20967013_SRR25220483_2.fastq.gz
MSN4xstandard	B	fastq/SRX20967014_SRR25220482_1.fastq.gz	fastq/SRX20967014_SRR25220482_2.fastq.gz
MSN4xstandard	C	fastq/SRX20967015_SRR25220481_1.fastq.gz	fastq/SRX20967015_SRR25220481_2.fastq.gz
HAP4xstandard	A	fastq/SRX20966947_SRR25220549_1.fastq.gz	fastq/SRX20966947_SRR25220549_2.fastq.gz
HAP4xstandard	B	fastq/SRX20966948_SRR25220548_1.fastq.gz	fastq/SRX20966948_SRR25220548_2.fastq.gz
HAP4xstandard	C	fastq/SRX20966949_SRR25220547_1.fastq.gz	fastq/SRX20966949_SRR25220547_2.fastq.gz
ABF1xstandard	A	fastq/SRX20967253_SRR25220859_1.fastq.gz	fastq/SRX20967253_SRR25220859_2.fastq.gz
ABF1xstandard	B	fastq/SRX20967254_SRR25220858_1.fastq.gz	fastq/SRX20967254_SRR25220858_2.fastq.gz
ABF1xstandard	C	fastq/SRX20967255_SRR25220857_1.fastq.gz	fastq/SRX20967255_SRR25220857_2.fastq.gz
YKL222Cxstandard	A	fastq/SRX20967432_SRR25220680_1.fastq.gz	fastq/SRX20967432_SRR25220680_2.fastq.gz
YKL222Cxstandard	B	fastq/SRX20967433_SRR25220679_1.fastq.gz	fastq/SRX20967433_SRR25220679_2.fastq.gz
YKL222Cxstandard	C	fastq/SRX20967434_SRR25220678_1.fastq.gz	fastq/SRX20967434_SRR25220678_2.fastq.gz
DAL80xstandard	A	fastq/SRX20967394_SRR25220718_1.fastq.gz	fastq/SRX20967394_SRR25220718_2.fastq.gz
DAL80xstandard	B	fastq/SRX20967395_SRR25220717_1.fastq.gz	fastq/SRX20967395_SRR25220717_2.fastq.gz
DAL80xstandard	C	fastq/SRX20967396_SRR25220716_1.fastq.gz	fastq/SRX20967396_SRR25220716_2.fastq.gz
OAF3xstandard	A	fastq/SRX20967162_SRR25220334_1.fastq.gz	fastq/SRX20967162_SRR25220334_2.fastq.gz
OAF3xstandard	B	fastq/SRX20967163_SRR25220333_1.fastq.gz	fastq/SRX20967163_SRR25220333_2.fastq.gz
OAF3xstandard	C	fastq/SRX20967164_SRR25220332_1.fastq.gz	fastq/SRX20967164_SRR25220332_2.fastq.gz
MSA2xstandard	A	fastq/SRX20967007_SRR25220489_1.fastq.gz	fastq/SRX20967007_SRR25220489_2.fastq.gz
MSA2xstandard	B	fastq/SRX20967008_SRR25220488_1.fastq.gz	fastq/SRX20967008_SRR25220488_2.fastq.gz
MSA2xstandard	C	fastq/SRX20967009_SRR25220487_1.fastq.gz	fastq/SRX20967009_SRR25220487_2.fastq.gz
SRL3xstandard	A	fastq/SRX20967061_SRR25220435_1.fastq.gz	fastq/SRX20967061_SRR25220435_2.fastq.gz
SRL3xstandard	B	fastq/SRX20967062_SRR25220434_1.fastq.gz	fastq/SRX20967062_SRR25220434_2.fastq.gz
SRL3xstandard	C	fastq/SRX20967063_SRR25220433_1.fastq.gz	fastq/SRX20967063_SRR25220433_2.fastq.gz
BAS1xstandard	A	fastq/SRX20967283_SRR25220829_1.fastq.gz	fastq/SRX20967283_SRR25220829_2.fastq.gz
BAS1xstandard	B	fastq/SRX20967284_SRR25220828_1.fastq.gz	fastq/SRX20967284_SRR25220828_2.fastq.gz
BAS1xstandard	C	fastq/SRX20967285_SRR25220827_1.fastq.gz	fastq/SRX20967285_SRR25220827_2.fastq.gz
YLL054Cxstandard	A	fastq/SRX20967435_SRR25220677_1.fastq.gz	fastq/SRX20967435_SRR25220677_2.fastq.gz
YLL054Cxstandard	B	fastq/SRX20967436_SRR25220676_1.fastq.gz	fastq/SRX20967436_SRR25220676_2.fastq.gz
YLL054Cxstandard	C	fastq/SRX20967437_SRR25220675_1.fastq.gz	fastq/SRX20967437_SRR25220675_2.fastq.gz
PPR1xstandard	A	fastq/SRX20967040_SRR25220456_1.fastq.gz	fastq/SRX20967040_SRR25220456_2.fastq.gz
PPR1xstandard	B	fastq/SRX20967041_SRR25220455_1.fastq.gz	fastq/SRX20967041_SRR25220455_2.fastq.gz
PPR1xstandard	C	fastq/SRX20967042_SRR25220454_1.fastq.gz	fastq/SRX20967042_SRR25220454_2.fastq.gz
CHA4xstandard	A	fastq/SRX20967373_SRR25220739_1.fastq.gz	fastq/SRX20967373_SRR25220739_2.fastq.gz
CHA4xstandard	B	fastq/SRX20967374_SRR25220738_1.fastq.gz	fastq/SRX20967374_SRR25220738_2.fastq.gz
CHA4xstandard	C	fastq/SRX20967375_SRR25220737_1.fastq.gz	fastq/SRX20967375_SRR25220737_2.fastq.gz
RFX1xstandard	A	fastq/SRX20967198_SRR25220298_1.fastq.gz	fastq/SRX20967198_SRR25220298_2.fastq.gz
RFX1xstandard	B	fastq/SRX20967199_SRR25220297_1.fastq.gz	fastq/SRX20967199_SRR25220297_2.fastq.gz
RFX1xstandard	C	fastq/SRX20967200_SRR25220604_1.fastq.gz	fastq/SRX20967200_SRR25220604_2.fastq.gz
SWI6xstandard	A	fastq/SRX20967354_SRR25220758_1.fastq.gz	fastq/SRX20967354_SRR25220758_2.fastq.gz
SWI6xstandard	B	fastq/SRX20967355_SRR25220757_1.fastq.gz	fastq/SRX20967355_SRR25220757_2.fastq.gz
SWI6xstandard	C	fastq/SRX20967356_SRR25220756_1.fastq.gz	fastq/SRX20967356_SRR25220756_2.fastq.gz
IFH1xstandard	A	fastq/SRX20966968_SRR25220528_1.fastq.gz	fastq/SRX20966968_SRR25220528_2.fastq.gz
IFH1xstandard	B	fastq/SRX20966969_SRR25220527_1.fastq.gz	fastq/SRX20966969_SRR25220527_2.fastq.gz
IFH1xstandard	C	fastq/SRX20966970_SRR25220526_1.fastq.gz	fastq/SRX20966970_SRR25220526_2.fastq.gz
ECM22xstandard	A	fastq/SRX20967445_SRR25220667_1.fastq.gz	fastq/SRX20967445_SRR25220667_2.fastq.gz
ECM22xstandard	B	fastq/SRX20967446_SRR25220666_1.fastq.gz	fastq/SRX20967446_SRR25220666_2.fastq.gz
ECM22xstandard	C	fastq/SRX20967447_SRR25220665_1.fastq.gz	fastq/SRX20967447_SRR25220665_2.fastq.gz
PDR8xstandard	A	fastq/SRX20967177_SRR25220319_1.fastq.gz	fastq/SRX20967177_SRR25220319_2.fastq.gz
PDR8xstandard	B	fastq/SRX20967178_SRR25220318_1.fastq.gz	fastq/SRX20967178_SRR25220318_2.fastq.gz
PDR8xstandard	C	fastq/SRX20967179_SRR25220317_1.fastq.gz	fastq/SRX20967179_SRR25220317_2.fastq.gz
SFP1xstandard	A	fastq/SRX20967336_SRR25220776_1.fastq.gz	fastq/SRX20967336_SRR25220776_2.fastq.gz
SFP1xstandard	B	fastq/SRX20967337_SRR25220775_1.fastq.gz	fastq/SRX20967337_SRR25220775_2.fastq.gz
SFP1xstandard	C	fastq/SRX20967338_SRR25220774_1.fastq.gz	fastq/SRX20967338_SRR25220774_2.fastq.gz
LEU3xstandard	A	fastq/SRX20967138_SRR25220358_1.fastq.gz	fastq/SRX20967138_SRR25220358_2.fastq.gz
LEU3xstandard	B	fastq/SRX20967139_SRR25220357_1.fastq.gz	fastq/SRX20967139_SRR25220357_2.fastq.gz
LEU3xstandard	C	fastq/SRX20967140_SRR25220356_1.fastq.gz	fastq/SRX20967140_SRR25220356_2.fastq.gz
YAP1xstandard	A	fastq/SRX20967246_SRR25220558_1.fastq.gz	fastq/SRX20967246_SRR25220558_2.fastq.gz
YAP1xstandard	B	fastq/SRX20967247_SRR25220557_1.fastq.gz	fastq/SRX20967247_SRR25220557_2.fastq.gz
YAP1xstandard	C	fastq/SRX20967248_SRR25220556_1.fastq.gz	fastq/SRX20967248_SRR25220556_2.fastq.gz
YOX1xstandard	A	fastq/SRX20967441_SRR25220671_1.fastq.gz	fastq/SRX20967441_SRR25220671_2.fastq.gz
YOX1xstandard	B	fastq/SRX20967442_SRR25220670_1.fastq.gz	fastq/SRX20967442_SRR25220670_2.fastq.gz
YOX1xstandard	C	fastq/SRX20967443_SRR25220669_1.fastq.gz	fastq/SRX20967443_SRR25220669_2.fastq.gz
GAL80xstandard	A	fastq/SRX20967477_SRR25220635_1.fastq.gz	fastq/SRX20967477_SRR25220635_2.fastq.gz
GAL80xstandard	B	fastq/SRX20967478_SRR25220634_1.fastq.gz	fastq/SRX20967478_SRR25220634_2.fastq.gz
GAL80xstandard	C	fastq/SRX20967479_SRR25220633_1.fastq.gz	fastq/SRX20967479_SRR25220633_2.fastq.gz
WAR1xstandard	A	fastq/SRX20967234_SRR25220570_1.fastq.gz	fastq/SRX20967234_SRR25220570_2.fastq.gz
WAR1xstandard	B	fastq/SRX20967235_SRR25220569_1.fastq.gz	fastq/SRX20967235_SRR25220569_2.fastq.gz
WAR1xstandard	C	fastq/SRX20967236_SRR25220568_1.fastq.gz	fastq/SRX20967236_SRR25220568_2.fastq.gz
TDA9xstandard	A	fastq/SRX20967363_SRR25220749_1.fastq.gz	fastq/SRX20967363_SRR25220749_2.fastq.gz
TDA9xstandard	B	fastq/SRX20967364_SRR25220748_1.fastq.gz	fastq/SRX20967364_SRR25220748_2.fastq.gz
TDA9xstandard	C	fastq/SRX20967365_SRR25220747_1.fastq.gz	fastq/SRX20967365_SRR25220747_2.fastq.gz
SOK2xstandard	A	fastq/SRX20967055_SRR25220441_1.fastq.gz	fastq/SRX20967055_SRR25220441_2.fastq.gz
SOK2xstandard	B	fastq/SRX20967056_SRR25220440_1.fastq.gz	fastq/SRX20967056_SRR25220440_2.fastq.gz
SOK2xstandard	C	fastq/SRX20967057_SRR25220439_1.fastq.gz	fastq/SRX20967057_SRR25220439_2.fastq.gz
MAC1xstandard	A	fastq/SRX20967144_SRR25220352_1.fastq.gz	fastq/SRX20967144_SRR25220352_2.fastq.gz
MAC1xstandard	B	fastq/SRX20967145_SRR25220351_1.fastq.gz	fastq/SRX20967145_SRR25220351_2.fastq.gz
MAC1xstandard	C	fastq/SRX20967146_SRR25220350_1.fastq.gz	fastq/SRX20967146_SRR25220350_2.fastq.gz
RSF1xstandard	A	fastq/SRX20967222_SRR25220582_1.fastq.gz	fastq/SRX20967222_SRR25220582_2.fastq.gz
RSF1xstandard	B	fastq/SRX20967223_SRR25220581_1.fastq.gz	fastq/SRX20967223_SRR25220581_2.fastq.gz
RSF1xstandard	C	fastq/SRX20967224_SRR25220580_1.fastq.gz	fastq/SRX20967224_SRR25220580_2.fastq.gz
MSN2x30	A	fastq/SRX24857931_SRR29342120_1.fastq.gz	fastq/SRX24857931_SRR29342120_2.fastq.gz
MSN2x30	B	fastq/SRX24857932_SRR29342119_1.fastq.gz	fastq/SRX24857932_SRR29342119_2.fastq.gz
MSN2x30	C	fastq/SRX24857933_SRR29342118_1.fastq.gz	fastq/SRX24857933_SRR29342118_2.fastq.gz
MSN2x37	A	fastq/SRX24857934_SRR29342117_1.fastq.gz	fastq/SRX24857934_SRR29342117_2.fastq.gz
MSN2x37	B	fastq/SRX24857935_SRR29342116_1.fastq.gz	fastq/SRX24857935_SRR29342116_2.fastq.gz
MSN2x37	C	fastq/SRX24857936_SRR29342115_1.fastq.gz	fastq/SRX24857936_SRR29342115_2.fastq.gz
MSN2xstandard	A	fastq/SRX20967010_SRR25220486_1.fastq.gz	fastq/SRX20967010_SRR25220486_2.fastq.gz
MSN2xstandard	B	fastq/SRX20967011_SRR25220485_1.fastq.gz	fastq/SRX20967011_SRR25220485_2.fastq.gz
MSN2xstandard	C	fastq/SRX20967012_SRR25220484_1.fastq.gz	fastq/SRX20967012_SRR25220484_2.fastq.gz
SUB1xstandard	A	fastq/SRX20967405_SRR25220707_1.fastq.gz	fastq/SRX20967405_SRR25220707_2.fastq.gz
SUB1xstandard	B	fastq/SRX20967406_SRR25220706_1.fastq.gz	fastq/SRX20967406_SRR25220706_2.fastq.gz
SUB1xstandard	C	fastq/SRX20967407_SRR25220705_1.fastq.gz	fastq/SRX20967407_SRR25220705_2.fastq.gz
ARG80xstandard	A	fastq/SRX20967268_SRR25220844_1.fastq.gz	fastq/SRX20967268_SRR25220844_2.fastq.gz
